YEAR,MONTHNUMBER,MONTH,REGIONID,AVGRRP,PEAKRRP
2022,2022/07/31 00:00:00,JULY,NSW1,371.17000000,424.92000000
2022,2022/07/31 00:00:00,JULY,QLD1,391.59000000,506.10000000
2022,2022/07/31 00:00:00,JULY,SA1,372.49000000,487.65000000
2022,2022/07/31 00:00:00,JULY,TAS1,322.84000000,366.00000000
2022,2022/07/31 00:00:00,JULY,VIC1,340.34000000,431.21000000
2022,2022/08/31 00:00:00,AUGUST,NSW1,148.32000000,156.02000000
2022,2022/08/31 00:00:00,AUGUST,QLD1,133.51000000,128.90000000
2022,2022/08/31 00:00:00,AUGUST,SA1,173.04000000,223.01000000
2022,2022/08/31 00:00:00,AUGUST,TAS1,149.51000000,169.02000000
2022,2022/08/31 00:00:00,AUGUST,VIC1,121.01000000,136.75000000
2022,2022/09/30 00:00:00,SEPTEMBER,NSW1,153.87000000,157.12000000
2022,2022/09/30 00:00:00,SEPTEMBER,QLD1,156.90000000,152.29000000
2022,2022/09/30 00:00:00,SEPTEMBER,SA1,147.84000000,136.64000000
2022,2022/09/30 00:00:00,SEPTEMBER,TAS1,132.74000000,150.51000000
2022,2022/09/30 00:00:00,SEPTEMBER,VIC1,111.77000000,130.63000000
2022,2022/10/31 00:00:00,OCTOBER,NSW1,151.65000000,155.89000000
2022,2022/10/31 00:00:00,OCTOBER,QLD1,154.05000000,161.36000000
2022,2022/10/31 00:00:00,OCTOBER,SA1,93.49000000,68.71000000
2022,2022/10/31 00:00:00,OCTOBER,TAS1,122.00000000,126.49000000
2022,2022/10/31 00:00:00,OCTOBER,VIC1,98.90000000,96.99000000
2022,2022/11/30 00:00:00,NOVEMBER,NSW1,112.90000000,107.07000000
2022,2022/11/30 00:00:00,NOVEMBER,QLD1,121.50000000,118.57000000
2022,2022/11/30 00:00:00,NOVEMBER,SA1,62.51000000,55.12000000
2022,2022/11/30 00:00:00,NOVEMBER,TAS1,100.98000000,112.35000000
2022,2022/11/30 00:00:00,NOVEMBER,VIC1,58.63000000,58.52000000
2022,2022/12/31 00:00:00,DECEMBER,NSW1,125.00000000,
2022,2022/12/31 00:00:00,DECEMBER,QLD1,124.90000000,
2022,2022/12/31 00:00:00,DECEMBER,SA1,118.63000000,
2022,2022/12/31 00:00:00,DECEMBER,TAS1,117.59000000,
2022,2022/12/31 00:00:00,DECEMBER,VIC1,116.46000000,
